2022-06-23 15:58:16.916  INFO 26303 --- [nio-8099-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-06-23 15:58:16.917  INFO 26303 --- [nio-8099-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2022-06-23 15:58:16.925  INFO 26303 --- [nio-8099-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 8 ms
2022-06-23 16:04:04.989  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : >>>>>>>>>>> begin create database : hzero_platform
2022-06-23 16:04:05.097  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : hzero_platform<<<<<<<<<<< The automatic database creation was successful
2022-06-23 16:04:05.097  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : >>>>>>>>>>> begin create database : hzero_admin
2022-06-23 16:04:05.116  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : hzero_admin<<<<<<<<<<< The automatic database creation was successful
2022-06-23 16:04:05.117  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : >>>>>>>>>>> begin create database : hzero_file
2022-06-23 16:04:05.207  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : hzero_file<<<<<<<<<<< The automatic database creation was successful
2022-06-23 16:04:05.208  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : >>>>>>>>>>> begin create database : hzero_message
2022-06-23 16:04:05.217  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : hzero_message<<<<<<<<<<< The automatic database creation was successful
2022-06-23 16:04:05.217  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : >>>>>>>>>>> begin create database : hzero_scheduler
2022-06-23 16:04:05.238  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : hzero_scheduler<<<<<<<<<<< The automatic database creation was successful
2022-06-23 16:04:05.238  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : >>>>>>>>>>> begin create database : hzero_import
2022-06-23 16:04:05.249  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : hzero_import<<<<<<<<<<< The automatic database creation
was successful
2022-06-23 16:04:05.249  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : >>>>>>>>>>> begin create database : hzero_report
2022-06-23 16:04:05.258  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : hzero_report<<<<<<<<<<< The automatic database creation
was successful
2022-06-23 16:04:05.259  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : >>>>>>>>>>>>>>>>>>>>>>>>>>>> start : service=hzero-platform, schema=hzero_platform <<<<<<<<<<<<<<<<<<<<<<<<<<<<<
INFO 6/23/22, 4:04 PM: liquibase: classpath:config/db/himp_tables.xml: classpath:config/db/himp_tables.xml::2020-01-06-himp_import::hzero@hand-china.com: ChangeSet classpath:config/db/himp_tables.xml::2020-01-06-himp_import::hzero@hand-china.com ran successfully in 138ms
INFO 6/23/22, 4:04 PM: liquibase: classpath:config/db/himp_tables.xml: classpath:config/db/himp_tables.xml::2020-05-18-himp_data::hzero@hand-china.com: Index himp_data_n1 created
INFO 6/23/22, 4:04 PM: liquibase: classpath:config/db/himp_tables.xml: classpath:config/db/himp_tables.xml::2020-05-18-himp_data::hzero@hand-china.com: ChangeSet classpath:config/db/himp_tables.xml::2020-05-18-himp_data::hzero@hand-china.com ran successfully in 32ms
INFO 6/23/22, 4:04 PM: liquibase: classpath:config/db/himp_tables.xml: classpath:config/db/himp_tables.xml::2020-05-18-himp_import::hzero@hand-china.com: Unique constraint added to himp_import(batch)
INFO 6/23/22, 4:04 PM: liquibase: classpath:config/db/himp_tables.xml: classpath:config/db/himp_tables.xml::2020-05-18-himp_import::hzero@hand-china.com: ChangeSet classpath:config/db/himp_tables.xml::2020-05-18-himp_import::hzero@hand-china.com ran successfully in 30ms
INFO 6/23/22, 4:04 PM: liquibase: classpath:config/db/himp_tables.xml: classpath:config/db/himp_tables.xml::2020-05-18-himp_local_template::hzero@hand-china.com: Unique constraint added to himp_local_template(template_code,tenant_id)
INFO 6/23/22, 4:04 PM: liquibase: classpath:config/db/himp_tables.xml: classpath:config/db/himp_tables.xml::2020-05-18-himp_local_template::hzero@hand-china.com: ChangeSet classpath:config/db/himp_tables.xml::2020-05-18-himp_local_template::hzero@hand-china.com ran successfully in 27ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_audit_login.groovy: script/db/hpfm_audit_login.groovy::2019-03-01-hpfm_audit_login::hzero@hand-china.com: Table hpfm_audit_login created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_audit_login.groovy: script/db/hpfm_audit_login.groovy::2019-03-01-hpfm_audit_login::hzero@hand-china.com: ChangeSet script/db/hpfm_audit_login.groovy::2019-03-01-hpfm_audit_login::hzero@hand-china.com ran successfully in 80ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_audit_login.groovy: script/db/hpfm_audit_login.groovy::2019-10-10-hpfm_audit_login::shuangfei.zhu@hand-china.com: Columns access_token(varchar(60)) added to hpfm_audit_login
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_audit_login.groovy: script/db/hpfm_audit_login.groovy::2019-10-10-hpfm_audit_login::shuangfei.zhu@hand-china.com: ChangeSet script/db/hpfm_audit_login.groovy::2019-10-10-hpfm_audit_login::shuangfei.zhu@hand-china.com ran successfully in 143ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_audit_login.groovy: script/db/hpfm_audit_login.groovy::2019-11-14-hpfm_audit_login::shuangfei.zhu@hand-china.com: Column hpfm_audit_login.tenant_name dropped
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_audit_login.groovy: script/db/hpfm_audit_login.groovy::2019-11-14-hpfm_audit_login::shuangfei.zhu@hand-china.com: ChangeSet script/db/hpfm_audit_login.groovy::2019-11-14-hpfm_audit_login::shuangfei.zhu@hand-china.com ran successfully in 75ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_certificate.groovy: script/db/hpfm_certificate.groovy::2019-09-29-hpfm_certificate::xingxing.wu@hand-china.com: Table hpfm_certificate created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_certificate.groovy: script/db/hpfm_certificate.groovy::2019-09-29-hpfm_certificate::xingxing.wu@hand-china.com: Index hpfm_certificate_n1 created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_certificate.groovy: script/db/hpfm_certificate.groovy::2019-09-29-hpfm_certificate::xingxing.wu@hand-china.com: ChangeSet script/db/hpfm_certificate.groovy::2019-09-29-hpfm_certificate::xingxing.wu@hand-china.com ran successfully in 95ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule.groovy: script/db/hpfm_code_rule.groovy::2019-03-01-hpfm_code_rule::hzero@hand-china.com: Table hpfm_code_rule created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule.groovy: script/db/hpfm_code_rule.groovy::2019-03-01-hpfm_code_rule::hzero@hand-china.com: Unique constraint added to hpfm_code_rule(rule_code,tenant_id)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule.groovy: script/db/hpfm_code_rule.groovy::2019-03-01-hpfm_code_rule::hzero@hand-china.com: ChangeSet script/db/hpfm_code_rule.groovy::2019-03-01-hpfm_code_rule::hzero@hand-china.com ran successfully in 131ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_detail.groovy: script/db/hpfm_code_rule_detail.groovy::2019-03-01-hpfm_code_rule_detail::hzero@hand-china.com: Table hpfm_code_rule_detail created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_detail.groovy: script/db/hpfm_code_rule_detail.groovy::2019-03-01-hpfm_code_rule_detail::hzero@hand-china.com: Index hpfm_code_rule_detail_n1 created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_detail.groovy: script/db/hpfm_code_rule_detail.groovy::2019-03-01-hpfm_code_rule_detail::hzero@hand-china.com: Unique constraint added to hpfm_code_rule_detail(rule_dist_id,order_seq)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_detail.groovy: script/db/hpfm_code_rule_detail.groovy::2019-03-01-hpfm_code_rule_detail::hzero@hand-china.com: ChangeSet script/db/hpfm_code_rule_detail.groovy::2019-03-01-hpfm_code_rule_detail::hzero@hand-china.com ran successfully in 127ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_detail.groovy: script/db/hpfm_code_rule_detail.groovy::2020-03-19-hpfm_code_rule_detail::hzero@hand-china.com: Columns encrypted_flag(tinyint) added to hpfm_code_rule_detail
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_detail.groovy: script/db/hpfm_code_rule_detail.groovy::2020-03-19-hpfm_code_rule_detail::hzero@hand-china.com: ChangeSet script/db/hpfm_code_rule_detail.groovy::2020-03-19-hpfm_code_rule_detail::hzero@hand-china.com ran successfully in 71ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_detail.groovy: script/db/hpfm_code_rule_detail.groovy::2020-06-11-hpfm_code_rule_detail::hzero@hand-china.com: Columns tenant_id(bigint) added to hpfm_code_rule_detail
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_detail.groovy: script/db/hpfm_code_rule_detail.groovy::2020-06-11-hpfm_code_rule_detail::hzero@hand-china.com: ChangeSet script/db/hpfm_code_rule_detail.groovy::2020-06-11-hpfm_code_rule_detail::hzero@hand-china.com ran successfully in 68ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_dist.groovy: script/db/hpfm_code_rule_dist.groovy::2019-03-01-hpfm_code_rule_dist::hzero@hand-china.com: Table hpfm_code_rule_dist created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_dist.groovy: script/db/hpfm_code_rule_dist.groovy::2019-03-01-hpfm_code_rule_dist::hzero@hand-china.com: Unique constraint added to hpfm_code_rule_dist(rule_id,level_code,level_value)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_dist.groovy: script/db/hpfm_code_rule_dist.groovy::2019-03-01-hpfm_code_rule_dist::hzero@hand-china.com: ChangeSet script/db/hpfm_code_rule_dist.groovy::2019-03-01-hpfm_code_rule_dist::hzero@hand-china.com ran successfully in 93ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_dist.groovy: script/db/hpfm_code_rule_dist.groovy::2020-06-11-hpfm_code_rule_dist::hzero@hand-china.com: Columns tenant_id(bigint) added to hpfm_code_rule_dist
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_dist.groovy: script/db/hpfm_code_rule_dist.groovy::2020-06-11-hpfm_code_rule_dist::hzero@hand-china.com: ChangeSet script/db/hpfm_code_rule_dist.groovy::2020-06-11-hpfm_code_rule_dist::hzero@hand-china.com ran successfully in 69ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_value.groovy: script/db/hpfm_code_rule_value.groovy::2019-03-01-hpfm_code_rule_value::hzero@hand-china.com: Table hpfm_code_rule_value created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_value.groovy: script/db/hpfm_code_rule_value.groovy::2019-03-01-hpfm_code_rule_value::hzero@hand-china.com: Unique constraint added to hpfm_code_rule_value(rule_detail_id,level_value)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_value.groovy: script/db/hpfm_code_rule_value.groovy::2019-03-01-hpfm_code_rule_value::hzero@hand-china.com: ChangeSet script/db/hpfm_code_rule_value.groovy::2019-03-01-hpfm_code_rule_value::hzero@hand-china.com ran successfully in 84ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_value.groovy: script/db/hpfm_code_rule_value.groovy::2019-04-12-hpfm_code_rule_value::qingsheng.chen@hand-china.com: Columns rule_level(varchar(30)) added to hpfm_code_rule_value
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_value.groovy: script/db/hpfm_code_rule_value.groovy::2019-04-12-hpfm_code_rule_value::qingsheng.chen@hand-china.com: Unique constraint hpfm_code_rule_value_u1 dropped from hpfm_code_rule_value
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_value.groovy: script/db/hpfm_code_rule_value.groovy::2019-04-12-hpfm_code_rule_value::qingsheng.chen@hand-china.com: Unique constraint added to hpfm_code_rule_value(level_value,rule_detail_id,rule_level)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_value.groovy: script/db/hpfm_code_rule_value.groovy::2019-04-12-hpfm_code_rule_value::qingsheng.chen@hand-china.com: Columns reset_date(datetime) added to hpfm_code_rule_value
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_value.groovy: script/db/hpfm_code_rule_value.groovy::2019-04-12-hpfm_code_rule_value::qingsheng.chen@hand-china.com: ChangeSet script/db/hpfm_code_rule_value.groovy::2019-04-12-hpfm_code_rule_value::qingsheng.chen@hand-china.com ran successfully in 240ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_value.groovy: script/db/hpfm_code_rule_value.groovy::2020-06-11-hpfm_code_rule_value::hzero@hand-china.com: Columns tenant_id(bigint) added to hpfm_code_rule_value
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_code_rule_value.groovy: script/db/hpfm_code_rule_value.groovy::2020-06-11-hpfm_code_rule_value::hzero@hand-china.com: ChangeSet script/db/hpfm_code_rule_value.groovy::2020-06-11-hpfm_code_rule_value::hzero@hand-china.com ran successfully in 61ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_company.groovy: script/db/hpfm_company.groovy::2019-03-01-hpfm_company::hzero@hand-china.com: Table hpfm_company created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_company.groovy: script/db/hpfm_company.groovy::2019-03-01-hpfm_company::hzero@hand-china.com: Unique constraint added to hpfm_company(source_code,source_key)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_company.groovy: script/db/hpfm_company.groovy::2019-03-01-hpfm_company::hzero@hand-china.com: Unique constraint added to hpfm_company(company_num,tenant_id)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_company.groovy: script/db/hpfm_company.groovy::2019-03-01-hpfm_company::hzero@hand-china.com: ChangeSet script/db/hpfm_company.groovy::2019-03-01-hpfm_company::hzero@hand-china.com ran successfully in 138ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_company.groovy: script/db/hpfm_company.groovy::2019-07-10-hpfm_company::xiaoyu.zhao@hand-china.com: Unique constraint hpfm_company_u1 dropped from hpfm_company
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_company.groovy: script/db/hpfm_company.groovy::2019-07-10-hpfm_company::xiaoyu.zhao@hand-china.com: ChangeSet script/db/hpfm_company.groovy::2019-07-10-hpfm_company::xiaoyu.zhao@hand-china.com ran successfully in 40ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_company.groovy: script/db/hpfm_company.groovy::2020-07-09-hpfm_company::hzero@hand-china.com: hpfm_company.legal_rep_name datatype was changed to varchar(120)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_company.groovy: script/db/hpfm_company.groovy::2020-07-09-hpfm_company::hzero@hand-china.com: ChangeSet script/db/hpfm_company.groovy::2020-07-09-hpfm_company::hzero@hand-china.com ran successfully in 162ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_company.groovy: script/db/hpfm_company.groovy::2020-07-10-hpfm_company::hzero@hand-china.com: hpfm_company.licence_url datatype was changed to varchar(480)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_company.groovy: script/db/hpfm_company.groovy::2020-07-10-hpfm_company::hzero@hand-china.com: ChangeSet script/db/hpfm_company.groovy::2020-07-10-hpfm_company::hzero@hand-china.com ran successfully in 16ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_config.groovy: script/db/hpfm_config.groovy::2019-03-01-hpfm_config::hzero@hand-china.com: Table hpfm_config created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_config.groovy: script/db/hpfm_config.groovy::2019-03-01-hpfm_config::hzero@hand-china.com: Unique constraint added to hpfm_config(config_code,tenant_id)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_config.groovy: script/db/hpfm_config.groovy::2019-03-01-hpfm_config::hzero@hand-china.com: ChangeSet script/db/hpfm_config.groovy::2019-03-01-hpfm_config::hzero@hand-china.com ran successfully in 98ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_country.groovy: script/db/hpfm_country.groovy::2019-03-01-hpfm_country::hzero@hand-china.com: Table hpfm_country created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_country.groovy: script/db/hpfm_country.groovy::2019-03-01-hpfm_country::hzero@hand-china.com: Index hpfm_country_n1 created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_country.groovy: script/db/hpfm_country.groovy::2019-03-01-hpfm_country::hzero@hand-china.com: Unique constraint added to hpfm_country(country_code)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_country.groovy: script/db/hpfm_country.groovy::2019-03-01-hpfm_country::hzero@hand-china.com: ChangeSet script/db/hpfm_country.groovy::2019-03-01-hpfm_country::hzero@hand-china.com ran successfully in 167ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_country.groovy: script/db/hpfm_country.groovy::2019-04-03-hpfm_country::zhiying.dong@hand-china.com: Columns tenant_id(bigint(20)) added to hpfm_country
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_country.groovy: script/db/hpfm_country.groovy::2019-04-03-hpfm_country::zhiying.dong@hand-china.com: ChangeSet script/db/hpfm_country.groovy::2019-04-03-hpfm_country::zhiying.dong@hand-china.com ran successfully in 72ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_country.groovy: script/db/hpfm_country.groovy::2019-04-03-hpfm_country_1::zhiying.dong@hand-china.com: Unique constraint hpfm_country_u1 dropped from hpfm_country
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_country.groovy: script/db/hpfm_country.groovy::2019-04-03-hpfm_country_1::zhiying.dong@hand-china.com: Unique constraint added to hpfm_country(country_code,tenant_id)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_country.groovy: script/db/hpfm_country.groovy::2019-04-03-hpfm_country_1::zhiying.dong@hand-china.com: ChangeSet script/db/hpfm_country.groovy::2019-04-03-hpfm_country_1::zhiying.dong@hand-china.com ran successfully in 82ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_country.groovy: script/db/hpfm_country.groovy::2019-07-19-hpfm_country::hzero@hand-china.com: Columns attribute1(varchar(150)) added to hpfm_country
